Date,time,operator,scriber,cleaving,Lot,Needle_maker,Needle_No,scribe_length,scribe_force,unseparate,peeling
2025/06/20,21:35:38,ÉXÉDÉC,Scriber No.2,Cleaving No.4,24JLSL133Aa00,Asahi,807,162.8,7,0,0
2025/06/20,21:48:59,ÉXÉDÉC,Scriber No.7,Cleaving No.11,25DYD1BGDDb01,TECDIA,56,157.2,12,0,0
2025/06/20,22:08:00,ÉXÉDÉC,Scriber No.3,Cleaving No.6,25DYD1BG6Ac01,Asahi,804,149.1,12.3,0,0
2025/06/20,22:31:34,ÉXÉDÉC,Scriber No.5,Cleaving No.8,25DYD1BG9Be01,Asahi,802,149.1,12.3,0,0
2025/06/20,23:03:06,ÉXÉDÉC,Scriber No.8,Cleaving No.12,25DYD1BGAAb01,TECDIA,57,151.8,12.3,0,0
2025/06/20,23:04:45,ÉXÉDÉC,Scriber No.6,Cleaving No.9,25DYD1BG9Dd01,TECDIA,58,153.7,12.3,0,0
2025/06/20,23:08:44,ÉXÉDÉC,Scriber No.9,Cleaving No.4,25DYD1BG6Bb01,TECDIA,59,152.5,12.3,0,0
2025/06/21,21:27:44,ñÂòeÅ@ñÌê∂,Scriber No.2,Cleaving No.4,24KESJ137Ad00,Asahi,807,160.3,7,0,
2025/06/21,21:37:02,ñÂòeÅ@ñÌê∂,Scriber No.8,Cleaving No.8,25DXDHABPCe01,TECDIA,57,158.2,12.3,0,2
2025/06/21,21:43:42,ñÂòeÅ@ñÌê∂,Scriber No.5,Cleaving No.8,25DWDHABNAb01,Asahi,808,152,12.1,0,1
2025/06/21,21:46:57,ñÂòeÅ@ñÌê∂,Scriber No.9,Cleaving No.4,25D6DEA9CAc01,TECDIA,59,150.5,12.4,0,0
2025/06/21,21:53:21,ñÂòeÅ@ñÌê∂,Scriber No.6,Cleaving No.9,25D4DHABFDg00,TECDIA,58,147.1,12.4,0,0
2025/06/21,22:09:22,ñÂòeÅ@ñÌê∂,Scriber No.3,Cleaving No.6,25DYD1BGADg00,Asahi,804,150.4,12.1,0,0
2025/06/21,23:25:33,ñÂòeÅ@ñÌê∂,Scriber No.7,Cleaving No.11,25D6DEA9DDg01,TECDIA,56,156.4,12.3,0,0
2025/06/22,03:22:07,ÉXÉDÉC,Scriber No.3,Cleaving No.6,25D6DEA9FCd01,Asahi,809,153.8,12.1,0,0
2025/06/22,20:47:57,êºí“Å@í∑ëæòY,Scriber No.2,Cleaving No.4,25DFDEAAAAb01,Asahi,807,163.7,7,0,1
2025/06/22,20:48:41,JC2025019,Scriber No.3,Cleaving No.6,25DFDEAAAAd01,Asahi,809,156.1,12.1,0,0
2025/06/22,21:13:12,ÉEÅ[,Scriber No.6,Cleaving No.9,25DGDEAACAh01,TECDIA,58,149.8,12.1,0,1
2025/06/22,21:22:50,êºí“Å@í∑ëæòY,Scriber No.5,Cleaving No.8,25DGDEAACCc01,Asahi,808,152.1,11.8,0,4
2025/06/22,21:24:55,êŒë∫Å@åíëæ,Scriber No.8,Cleaving No.6,25DGDEAACDe00,TECDIA,57,156.7,12.4,0,0
2025/06/22,21:30:02,êŒë∫Å@åíëæ,Scriber No.7,Cleaving No.11,25DGDEAACCg01,TECDIA,56,154.1,12.2,0,0
2025/06/22,21:36:28,êºí“Å@í∑ëæòY,Scriber No.9,Cleaving No.4,25DGDEAADDc01,TECDIA,59,148.2,12.1,0,0
2025/06/23,06:03:00,êŒë∫Å@åíëæ,Scriber No.5,Cleaving No.8,25ACDFA66Cc01,?@?@,808,149.8,12,0,1
2025/06/23,18:58:19,â™çËÅ@ó¢çÁ,Scriber No.3,Cleaving No.6,25DYD1BG8Da02,Asahi,809,152.5,12,0,0
2025/06/23,20:48:45,êŒë∫Å@åíëæ,Scriber No.7,Cleaving No.11,25D6DEA9FDa02,TECDIA,56,156.8,12.1,0,0
2025/06/23,21:08:54,êŒë∫Å@åíëæ,Scriber No.9,Cleaving No.4,25D6DEA9DDa02,TECDIA,59,148.8,12.2,0,0
2025/06/23,21:18:41,î™ãTÅ@íºé˜,Scriber No.8,Cleaving No.6,25D2DFA9CCc01,TECDIA,57,151.5,12.2,0.1,1
2025/06/23,21:31:21,î™ãTÅ@íºé˜,Scriber No.5,Cleaving No.8,25CND1BC6Da02,Asahi,808,152.4,12.1,0,0
2025/06/23,21:33:55,ÉEÅ[,Scriber No.6,Cleaving No.9,25COD1BE8Af02,TECDIA,58,151.8,12.1,0,1
2025/06/24,06:29:21,ÉEÅ[,Scriber No.2,Cleaving No.4,25DYD1BGRAf01,Asahi,810,162.1,7,0,0
2025/06/24,16:36:50,ÉLÉìÉ~ÉÉÉÄ,Scriber No.5,Cleaving No.8,25D5D1BEPCg01,Asahi,811,156.1,12,0.5,0
2025/06/24,17:11:20,ÉLÉìÉ~ÉÉÉÄ,Scriber No.8,Cleaving No.12,25D5D1BEPDc01,TECDIA,57,152.4,12.1,0.5,0
2025/06/24,20:45:51,ÉEÅ[,Scriber No.6,Cleaving No.9,25DNDFA9NBd01,TECDIA,58,150.8,12.2,0,0
2025/06/24,21:08:32,êŒë∫Å@åíëæ,Scriber No.5,Cleaving No.8,25DNDFA9NBh01,Asahi,811,150.1,12.1,0.7,0
2025/06/24,21:09:18,ÉEÅ[,Scriber No.2,Cleaving No.4,25DNDFAALCa01,Asahi,810,163,7,0,0
2025/06/24,21:36:27,êŒë∫Å@åíëæ,Scriber No.7,Cleaving No.11,25CS1B305Ba00,TECDIA,56,159,12,0,1
2025/06/24,21:51:47,ïΩä‘Å@àÍñÁ,Scriber No.8,Cleaving No.12,25DNDFA9MDg01,TECDIA,57,148.1,12,0,1
2025/06/24,22:33:09,êŒë∫Å@åíëæ,Scriber No.9,,25DEDEA9WAe01,TECDIA,59,149.8,12.2,,
2025/06/25,00:07:11,ÉEÅ[,Scriber No.3,Cleaving No.6,25DXDHABTAb01,Asahi,812,151.4,12.2,0,0
2025/06/25,14:18:09,â™çËÅ@ó¢çÁ,Scriber No.6,Cleaving No.9,25DGDEAAPDh00,TECDIA,61,148.5,12.2,2.4,0
2025/06/25,20:12:37,â™çËÅ@ó¢çÁ,Scriber No.9,Cleaving No.4,25ACDFA64Ca01,TECDIA,59,156.9,12.2,1.6,1
2025/06/25,20:22:38,ÉEÅ[,Scriber No.2,Cleaving No.4,25D9DEAC0Ah00,Asahi,810,162.6,7,0,0
2025/06/25,21:17:28,êŒë∫Å@åíëæ,Scriber No.8,Cleaving No.12,25DGDEAAPBe01,TECDIA,57,154.7,12,0,0
2025/06/25,21:27:45,êŒë∫Å@åíëæ,Scriber No.6,Cleaving No.9,25DYD1BGSDb01,TECDIA,61,148.1,11.9,0,0
2025/06/25,21:42:48,ïΩä‘Å@àÍñÁ,Scriber No.9,Cleaving No.4,25DYD1BG4Cf00,TECDIA,62,142.6,12.2,0,3
2025/06/26,02:19:03,ïΩä‘Å@àÍñÁ,Scriber No.7,Cleaving No.11,25DNDFAAFDh00,TECDIA,62,154.7,12.3,0.3,0
2025/06/26,04:34:20,êŒë∫Å@åíëæ,Scriber No.5,Cleaving No.8,25DNDFAAEDg00,Asahi,811,151.1,12.4,0,0
2025/06/26,05:50:33,êŒë∫Å@åíëæ,Scriber No.3,Cleaving No.6,25DNDFAAEDa00,Asahi,812,151.2,12.4,0,0
2025/06/26,08:23:32,ñqñÏÅ@âpéüòY,Scriber No.9,Cleaving No.4,25DEDEAA2Db01,TECDIA,62,148.5,12.3,2,0
2025/06/26,18:14:20,·céRÅ@Ç≥Ç¬Ç´,Scriber No.9,Cleaving No.4,25CLDEA7SBh01,TECDIA,65,149.1,11.9,0,0
2025/06/26,22:07:36,êXÅ@íqéj,Scriber No.6,Cleaving No.9,25D9DEABQAh00,TECDIA,61,156.1,12,0,0
2025/06/26,22:31:53,JC2025021,Scriber No.9,Cleaving No.12,25DGDEAARBe01,TECDIA,65,152.5,11.9,2.1,1
2025/06/26,23:50:21,JC2025021,Scriber No.2,Cleaving No.4,25DGDEAASCg01,Asahi,810,171.3,7,0,0
2025/06/27,02:43:42,JC2025030,Scriber No.8,Cleaving No.12,25D9DEABSAh00,TECDIA,64,148.1,12.1,0,0
2025/06/27,09:44:21,É]Å[É~Éì,Scriber No.9,,25DGDEAAJAe01,TECDIA,65,149.5,12.1,,
2025/06/27,14:12:16,ÉXÉDÉC,Scriber No.3,Cleaving No.6,25DGDEAALDb01,Asahi,814,158.4,12,0,0
2025/06/27,14:24:12,ÉXÉDÉC,Scriber No.5,Cleaving No.8,25DGDEAAKDd01,Asahi,813,151.1,12,0,0
2025/06/27,21:36:34,ã¥ìcÅ@óEçÏ,Scriber No.3,Cleaving No.6,25DNDFA9VBf00,Asahi,814,153.5,12.1,0,0
2025/06/27,21:52:54,JC2025030,Scriber No.6,Cleaving No.9,25DNDFA9VCf00,TECDIA,61,149.1,12,0,0
2025/06/27,22:01:18,JC2025030,Scriber No.5,Cleaving No.8,25DNDFA9VDh00,Asahi,813,152.4,12.4,0,1
2025/06/27,22:23:40,ã¥ìcÅ@óEçÏ,Scriber No.2,Cleaving No.4,24LGSJ139Ck00,Asahi,810,162.3,7,0,
2025/06/27,23:07:29,ã¥ìcÅ@óEçÏ,Scriber No.7,Cleaving No.11,25DXDHABSBa01,TECDIA,62,158.9,12.2,0,0
2025/06/28,00:11:48,JC2025030,Scriber No.9,Cleaving No.4,25DXDHABSCd01,TECDIA,65,147.5,12.2,0,0
2025/06/28,02:59:21,êXÅ@íqéj,Scriber No.8,Cleaving No.12,25DNDFAABBb01,TECDIA,64,147.9,12.4,0,0
2025/06/28,19:27:22,êXÅ@íqéj,Scriber No.5,Cleaving No.8,25DNDFAA9Db01,Asahi,813,151.9,12,0,0
2025/06/28,20:12:26,JC2025030,Scriber No.3,Cleaving No.6,25DNDFAA5Bg01,Asahi,814,159.1,12.3,0,0
2025/06/28,20:56:11,ã¥ìcÅ@óEçÏ,Scriber No.2,Cleaving No.4,25DNDFAA5Dd01,Asahi,810,167.6,7,0,0
2025/06/28,21:28:09,êXÅ@íqéj,Scriber No.5,Cleaving No.8,25DNDFA9XAf01,Asahi,813,154.7,12,0,0
2025/06/28,21:43:05,êXÅ@íqéj,Scriber No.3,Cleaving No.6,25DNDFA9XAb01,Asahi,814,158.4,12,0,0
2025/06/28,21:47:53,ã¥ìcÅ@óEçÏ,Scriber No.8,Cleaving No.12,25DNDFA9YAc01,TECDIA,64,154.4,12.4,0.1,0
2025/06/28,22:10:42,ã¥ìcÅ@óEçÏ,Scriber No.6,Cleaving No.9,25DNDFA9XBd01,TECDIA,61,147.3,12.1,0,0
2025/06/28,22:29:08,êXÅ@íqéj,Scriber No.9,Cleaving No.4,25DZDFAANCc01,TECDIA,65,150.8,12.1,0.4,0
2025/06/28,22:36:20,êXÅ@íqéj,Scriber No.7,Cleaving No.11,25DNDFAA5Dg01,TECDIA,62,154.4,12.1,0.1,0
2025/06/29,21:19:01,êŒë∫Å@åíëæ,Scriber No.8,Cleaving No.12,25DTNS476Be01,TECDIA,57,147.8,12.5,0.4,3
2025/06/29,21:22:42,êºí“Å@í∑ëæòY,Scriber No.7,Cleaving No.11,25D9DEAC6Dg01,TECDIA,62,153.4,12.4,0,0
2025/06/29,21:29:04,êºí“Å@í∑ëæòY,Scriber No.6,Cleaving No.9,25DTNS475Ad01,TECDIA,61,147.5,12.2,0.9,1
2025/06/29,21:30:50,êŒë∫Å@åíëæ,Scriber No.9,Cleaving No.4,25DYD1BHEAa00,TECDIA,65,149.1,12.3,0,1
2025/06/30,01:07:04,ïΩä‘Å@àÍñÁ,Scriber No.5,Cleaving No.8,25DTNS477Cd01,Asahi,816,147.5,12.2,0,0
2025/06/30,01:23:26,êŒë∫Å@åíëæ,Scriber No.3,Cleaving No.6,25DTNS477Db00,Asahi,815,156.4,12.4,0,1
2025/06/30,04:22:27,ïΩä‘Å@àÍñÁ,Scriber No.2,Cleaving No.4,25DTNS479De00,Asahi,817,168.6,7,0,1
2025/06/30,14:20:38,ÉLÉìÉ~ÉÉÉÄ,Scriber No.6,Cleaving No.9,25DXDHACHBc01,TECDIA,61,151.5,12.2,0.3,0
2025/06/30,21:08:19,êºí“Å@í∑ëæòY,Scriber No.6,Cleaving No.9,25DXDHACBDg00,TECDIA,61,149.1,12.2,0,1
2025/06/30,21:14:08,êºí“Å@í∑ëæòY,Scriber No.9,Cleaving No.4,25DXDHACDBh00,TECDIA,65,151.1,12.2,0,1
2025/06/30,21:23:50,êºí“Å@í∑ëæòY,Scriber No.8,Cleaving No.12,25DXDHACKDg00,TECDIA,64,154.4,12,0,0
2025/06/30,21:25:11,êºí“Å@í∑ëæòY,Scriber No.7,,25CS1B321ZZ00,TECDIA,62,155.8,12.5,,
2025/06/30,21:31:15,êŒë∫Å@åíëæ,Scriber No.2,Cleaving No.4,25DVNT497Df00,Asahi,817,165.6,7,0,1
2025/06/30,23:55:23,ÉEÅ[,Scriber No.7,Cleaving No.11,25CS1B326Aa00,TECDIA,62,157.7,12.4,0,
2025/07/01,04:42:22,êºí“Å@í∑ëæòY,Scriber No.3,Cleaving No.6,25DVNT497Cf00,Asahi,815,157.8,12.1,0,0
2025/07/01,06:33:00,êºí“Å@í∑ëæòY,Scriber No.5,Cleaving No.8,25DVNT498Bc00,Asahi,816,150.8,12.3,0,0
2025/07/01,11:03:55,ÉXÉDÉC,Scriber No.8,,25DAD1BJ8Cf01,TECDIA,64,151.8,12.3,,
2025/07/01,12:27:36,ÉXÉDÉC,Scriber No.2,Cleaving No.4,25DAD1BJ9Ac01,Asahi,817,168,7.2,0,0
2025/07/01,15:18:11,ÉXÉDÉC,Scriber No.8,Cleaving No.12,25DAD1BJAAd01,TECDIA,68,153.4,12.3,2.3,2
2025/07/01,17:40:10,ÉXÉDÉC,Scriber No.8,Cleaving No.12,25DAD1BJADc00,TECDIA,68,150.8,12,0.2,2
2025/07/01,21:23:49,êXÅ@íqéj,Scriber No.2,Cleaving No.4,25DCNT501De00,Asahi,817,166.7,7.2,0,1
2025/07/01,21:24:26,êXÅ@íqéj,Scriber No.5,Cleaving No.8,25EANV411Ah00,Asahi,816,153.7,12.3,0,0
2025/07/01,21:24:57,êXÅ@íqéj,Scriber No.3,Cleaving No.6,25EANV414Dc00,Asahi,815,154.1,11.9,0,0
2025/07/01,21:34:31,êXÅ@íqéj,Scriber No.7,Cleaving No.11,25DYD1BH7Dh00,TECDIA,62,158.7,12.4,0,0
2025/07/01,21:50:53,êXÅ@íqéj,Scriber No.6,Cleaving No.9,25DYD1BH9Ah00,TECDIA,61,153.6,12.3,0,0
2025/07/01,22:32:43,JC2025030,Scriber No.9,Cleaving No.4,25DYD1BHABf00,TECDIA,65,151.1,12.1,0,0
2025/07/02,01:20:13,êXÅ@íqéj,Scriber No.8,Cleaving No.12,25DCNT502Ba00,TECDIA,68,149.5,12.3,0.5,2
2025/07/02,03:15:54,JC2025030,Scriber No.8,Cleaving No.12,25DCNT502Bh00,TECDIA,69,148.8,12.2,2.1,0
2025/07/02,10:36:44,â™çËÅ@ó¢çÁ,Scriber No.3,Cleaving No.6,25D9DEAC9Dg00,Asahi,820,151.8,12.1,0,0
2025/07/02,13:17:52,ÉLÉìÉ~ÉÉÉÄ,Scriber No.5,Cleaving No.8,25EANV414Cd00,TECDIA,70,148.8,12.3,0,1
2025/07/02,21:14:04,êŒë∫Å@åíëæ,Scriber No.6,Cleaving No.9,25DAD1BHJAf00,TECDIA,61,148.1,12.2,0,0
2025/07/02,21:17:51,êŒë∫Å@åíëæ,Scriber No.5,Cleaving No.8,25DTNS468Da00,TECDIA,70,147.5,12.1,0.2,1
2025/07/02,21:18:33,êŒë∫Å@åíëæ,Scriber No.3,Cleaving No.6,25DTNS468Dh00,Asahi,820,148.1,12,0,3
2025/07/02,21:19:20,êºí“Å@í∑ëæòY,Scriber No.9,Cleaving No.4,25D9DEABUCb01,TECDIA,65,152.8,12.3,0,0
2025/07/02,21:20:01,êŒë∫Å@åíëæ,Scriber No.8,Cleaving No.12,25DCNT502Dd01,TECDIA,69,148.5,12.3,0.2,0
2025/07/02,22:12:42,êŒë∫Å@åíëæ,Scriber No.7,Cleaving No.11,25DAD1BHJDa00,TECDIA,62,158,12.5,0,0
2025/07/03,00:15:08,êŒë∫Å@åíëæ,Scriber No.2,Cleaving No.4,25DBNS465Cc00,Asahi,821,160.7,7,0,1
2025/07/03,18:58:32,â™çËÅ@ó¢çÁ,Scriber No.3,Cleaving No.6,25EANV416Ae00,Asahi,820,152.8,12.1,0,3
2025/07/03,20:29:12,ïΩä‘Å@àÍñÁ,Scriber No.6,Cleaving No.9,25CS1A035Aa00,TECDIA,61,153.1,12.4,0,
2025/07/03,20:36:54,ïΩä‘Å@àÍñÁ,Scriber No.5,Cleaving No.8,25DBDFAB8Cg00,TECDIA,70,153.6,11.9,0,0
2025/07/03,20:51:14,ïΩä‘Å@àÍñÁ,Scriber No.7,Cleaving No.11,25CS1B367Aa00,TECDIA,62,156.4,12,0,
2025/07/03,21:09:23,ïΩä‘Å@àÍñÁ,Scriber No.3,Cleaving No.6,25EANV419Cf00,Asahi,820,157.1,12.1,0,3
2025/07/03,21:17:12,êŒë∫Å@åíëæ,Scriber No.8,Cleaving No.12,25EANV416Ab01,TECDIA,69,155.4,12.5,0.3,2
2025/07/03,21:27:38,ïΩä‘Å@àÍñÁ,Scriber No.2,Cleaving No.4,25F8SM123Cf00,Asahi,821,160.7,7,0,
2025/07/03,21:35:45,êŒë∫Å@åíëæ,Scriber No.9,Cleaving No.4,25DAD1BHKBe01,TECDIA,65,149.1,11.9,0,1
2025/07/04,11:52:39,ÉGÅ@ÉGÅ@É}Å[,Scriber No.2,Cleaving No.4,25DED1BJQCh01,Asahi,821,170,7.2,0,0
2025/07/04,20:52:25,êºí“Å@í∑ëæòY,Scriber No.8,Cleaving No.12,25DED1BKJBd01,TECDIA,69,155.4,12.4,0,0
2025/07/04,21:07:00,êºí“Å@í∑ëæòY,Scriber No.2,Cleaving No.4,24JJSJ133Bb00,Asahi,821,163.7,7,0,
2025/07/04,21:10:38,êºí“Å@í∑ëæòY,Scriber No.5,Cleaving No.8,25E5D1BKLCa01,TECDIA,70,158,11.9,0.7,0
2025/07/04,21:22:28,êºí“Å@í∑ëæòY,Scriber No.7,Cleaving No.11,25DED1BJVAe01,TECDIA,62,159.4,12.1,0,0
2025/07/04,23:49:41,êŒë∫Å@åíëæ,Scriber No.3,Cleaving No.6,25DED1BKJDd00,Asahi,826,154.4,12.5,0,0
2025/07/05,00:31:54,êŒë∫Å@åíëæ,Scriber No.9,Cleaving No.4,25E5D1BKLBb01,TECDIA,73,148.8,12.4,0,0
2025/07/05,05:24:38,ÉEÅ[,Scriber No.6,Cleaving No.9,25E5D1BL1Bf00,TECDIA,61,147.8,12.1,0.3,0
2025/07/05,11:36:32,ÉGÅ@ÉGÅ@É}Å[,Scriber No.3,Cleaving No.6,25EANV420Ah00,Asahi,826,152.8,12.3,0.2,3
2025/07/05,20:50:45,êŒë∫Å@åíëæ,Scriber No.5,Cleaving No.8,25EANV409Cf00,TECDIA,70,155.6,12.2,0,0
2025/07/05,20:58:48,êŒë∫Å@åíëæ,Scriber No.8,Cleaving No.12,25E5D1BL3Ch01,TECDIA,69,150.2,12.2,0.2,0
2025/07/05,21:22:28,êŒë∫Å@åíëæ,Scriber No.9,Cleaving No.4,25E5D1BL1Bh01,TECDIA,73,151.8,12.5,0,0
2025/07/06,01:06:34,êŒë∫Å@åíëæ,Scriber No.2,Cleaving No.4,25EANV423Aa00,Asahi,827,161.7,7,0,0
2025/07/06,04:19:53,êŒë∫Å@åíëæ,Scriber No.3,Cleaving No.6,25EANV409Ae00,Asahi,826,151.8,12.4,0,1
2025/07/06,04:41:17,êºí“Å@í∑ëæòY,Scriber No.6,Cleaving No.9,25D4DHAANAh00,TECDIA,74,155.1,12.4,0,0
2025/07/06,06:28:32,êŒë∫Å@åíëæ,Scriber No.7,,25D4DHAAQDg00,TECDIA,75,157.7,12.3,,
2025/07/06,10:10:51,ÉXÉDÉC,Scriber No.8,Cleaving No.12,25D4DHAANDc01,TECDIA,69,155.7,12.3,0,0
2025/07/06,19:39:15,ÉGÅ@ÉGÅ@É}Å[,Scriber No.8,Cleaving No.12,25E7D1BLWCb01,TECDIA,76,155,12.1,9.8,0
2025/07/06,20:43:23,JC2025030,Scriber No.9,Cleaving No.4,25E7D1BLVBh01,TECDIA,73,151.4,12.4,0,0
2025/07/06,21:11:37,êXÅ@íqéj,Scriber No.2,Cleaving No.4,25EANV425Db00,Asahi,827,160.2,7,1.4,0
2025/07/06,21:40:45,ã¥ìcÅ@óEçÏ,Scriber No.6,,25E7D1BLVCg01,TECDIA,74,152.4,12.2,,
2025/07/06,21:41:51,êXÅ@íqéj,Scriber No.8,,25E7D1BLWAb01,TECDIA,76,153.1,12.2,,
2025/07/06,21:53:15,JC2025030,Scriber No.3,,25EANV425Dg01,Asahi,826,152.8,12.2,,
2025/07/06,23:44:41,JC2025030,Scriber No.7,,25E7D1BLWAh00,TECDIA,75,158.4,12.1,,
2025/07/07,01:59:57,ã¥ìcÅ@óEçÏ,Scriber No.5,Cleaving No.8,25DVNT495Aa00,TECDIA,70,158.5,12.1,0,0
2025/07/07,02:18:33,JC2025030,Scriber No.2,Cleaving No.4,25DVNT495Ag00,Asahi,827,170,7,0,0
2025/07/07,02:42:30,ã¥ìcÅ@óEçÏ,Scriber No.8,Cleaving No.12,25DHDEAD8Ag01,TECDIA,76,148.3,12.3,1.2,0
2025/07/07,09:57:48,ÉXÉDÉC,Scriber No.3,Cleaving No.6,25EONU592Bf00,Asahi,828,154,12.2,0,0
2025/07/07,13:16:26,ÉXÉDÉC,Scriber No.8,Cleaving No.12,25DED1BKAAe01,Asahi,77,148.8,12.4,2,0
2025/07/07,20:41:08,êXÅ@íqéj,Scriber No.2,Cleaving No.4,25F9SM124Bk00,Asahi,827,167.4,7,0.5,
2025/07/07,20:58:54,ã¥ìcÅ@óEçÏ,Scriber No.7,Cleaving No.11,25DED1BKBAc01,TECDIA,75,158.8,11.9,0.1,0
2025/07/07,21:19:49,ã¥ìcÅ@óEçÏ,Scriber No.6,Cleaving No.9,25E5D1BKZCf00,TECDIA,74,148.8,12.4,0,1
2025/07/07,21:26:00,êXÅ@íqéj,Scriber No.5,Cleaving No.8,25E5D1BKZDa00,TECDIA,70,151.4,12.1,0.1,0
2025/07/07,22:06:30,êXÅ@íqéj,Scriber No.8,Cleaving No.12,25E8D1BLZDg01,TECDIA,77,150.5,12.3,0.2,0
2025/07/07,22:18:10,ã¥ìcÅ@óEçÏ,Scriber No.3,Cleaving No.6,25EONU592Bc00,Asahi,828,157.8,12.5,0,0
2025/07/07,22:23:35,ã¥ìcÅ@óEçÏ,Scriber No.9,Cleaving No.4,25E8D1BM0Cc01,TECDIA,73,153.1,12,0,0
2025/07/08,07:22:36,êXÅ@íqéj,Scriber No.6,Cleaving No.9,25E5D1BKYAc01,TECDIA,74,150.1,12.2,0.1,0
2025/07/08,07:34:20,êXÅ@íqéj,Scriber No.8,Cleaving No.12,25E5D1BKYDg00,TECDIA,77,148.6,11.9,0,0
2025/07/08,17:19:50,ñÂòeÅ@ñÌê∂,Scriber No.3,Cleaving No.6,25DBDFABGDd01,?@?@,828,154.8,12.1,0,0
2025/07/08,21:22:17,ã¥ìcÅ@óEçÏ,Scriber No.3,Cleaving No.6,24H8DA518Ad00,Asahi,828,152.4,12.1,0,0
2025/07/08,21:26:49,ã¥ìcÅ@óEçÏ,Scriber No.5,Cleaving No.8,25EPNU594Ab01,TECDIA,70,154.7,11.9,0,0
2025/07/08,21:42:45,ã¥ìcÅ@óEçÏ,Scriber No.6,Cleaving No.9,25DBDFABLBf00,TECDIA,74,153.4,12.2,0.2,0
2025/07/08,21:48:06,êXÅ@íqéj,Scriber No.9,Cleaving No.4,25DIDFAC4Ba01,TECDIA,73,151.4,12.2,0,0
2025/07/08,22:10:03,ã¥ìcÅ@óEçÏ,Scriber No.8,Cleaving No.12,25EPNU593Db01,TECDIA,77,157.8,12,0.5,0
2025/07/08,22:19:19,êXÅ@íqéj,Scriber No.2,Cleaving No.4,25E8D1BM1Ca01,Asahi,830,167.4,7,0,0
2025/07/08,22:47:54,ã¥ìcÅ@óEçÏ,Scriber No.7,Cleaving No.11,25CS1B369ZZ00,TECDIA,75,158,12.4,0,
2025/07/09,21:35:08,ã¥ìcÅ@óEçÏ,Scriber No.6,Cleaving No.9,25E7D1BLWCe00,TECDIA,74,148.8,12.3,0,1
2025/07/09,22:49:56,ã¥ìcÅ@óEçÏ,Scriber No.8,Cleaving No.12,25DCNT521Bg00,TECDIA,77,152.4,12.2,2.1,0
2025/07/09,23:24:31,ã¥ìcÅ@óEçÏ,Scriber No.6,Cleaving No.9,25DED1BK8Cf00,TECDIA,74,155.4,12.2,0,3
2025/07/10,00:28:50,êXÅ@íqéj,Scriber No.5,Cleaving No.8,24H8DA524Bh00,TECDIA,70,148.8,12.3,0,0
2025/07/10,00:54:38,ã¥ìcÅ@óEçÏ,Scriber No.9,Cleaving No.4,25DBDFABKBe01,TECDIA,73,152.4,12.2,0,0
2025/07/10,01:01:15,ã¥ìcÅ@óEçÏ,Scriber No.2,Cleaving No.4,25E7D1BLXBa01,Asahi,830,164.3,7,0,0
2025/07/10,03:48:31,JC2025030,Scriber No.3,,25DED1BK5Af01,Asahi,832,153,11.8,,
2025/07/10,20:37:19,ÉLÉìÉ~ÉÉÉÄ,Scriber No.3,Cleaving No.6,21LSDB408Ae00,Asahi,832,152.6,12.1,0,1
2025/07/10,20:48:47,ÉLÉìÉ~ÉÉÉÄ,Scriber No.5,Cleaving No.8,21LSDB408Af00,TECDIA,70,152.1,12.5,0,0
2025/07/10,20:59:21,ÉLÉìÉ~ÉÉÉÄ,Scriber No.6,Cleaving No.9,23ALNX082Bc00,TECDIA,74,148.8,12.3,1.2,3
2025/07/10,21:16:05,ÉLÉìÉ~ÉÉÉÄ,Scriber No.2,Cleaving No.4,25F9SM126Cj00,Asahi,830,168.3,7,0,
2025/07/10,21:19:24,ÉLÉìÉ~ÉÉÉÄ,Scriber No.8,Cleaving No.12,25ERNU603Db01,TECDIA,77,151.4,12.1,1.8,2
2025/07/11,01:52:54,ÉLÉìÉ~ÉÉÉÄ,Scriber No.5,Cleaving No.8,21LSDB408Ch00,TECDIA,78,149.8,12.5,0.8,0
2025/07/11,02:26:45,ÉLÉìÉ~ÉÉÉÄ,Scriber No.9,Cleaving No.4,25EPNU600Ch00,TECDIA,73,154.6,12.1,0,0
2025/07/11,02:38:01,ïΩä‘Å@àÍñÁ,Scriber No.2,,25EPNU600De01,Asahi,830,163,7,,
2025/07/11,04:26:26,ïΩä‘Å@àÍñÁ,Scriber No.6,Cleaving No.9,25DCNT507Ah00,TECDIA,74,150.1,12.1,0,0
2025/07/11,13:22:40,êŒë∫Å@åíëæ,Scriber No.3,Cleaving No.6,24H8DA531Cd00,Asahi,832,151.1,11.9,0,0
2025/07/11,20:47:51,ÉGÅ@ÉGÅ@É}Å[,Scriber No.6,Cleaving No.11,25DCNT519Ab00,TECDIA,74,150.1,12.2,0,0
2025/07/11,21:12:45,ÉLÉìÉ~ÉÉÉÄ,Scriber No.2,Cleaving No.4,25DCNT512Dc00,Asahi,830,161.4,7,0,0
2025/07/11,21:20:39,ÉLÉìÉ~ÉÉÉÄ,Scriber No.5,Cleaving No.8,21LSDB412Ac00,TECDIA,78,156.1,12.2,0.3,0
2025/07/11,21:27:56,ÉLÉìÉ~ÉÉÉÄ,Scriber No.3,Cleaving No.6,21LSDB412Ad00,Asahi,832,155.8,12,0,0
2025/07/11,21:42:15,ÉLÉìÉ~ÉÉÉÄ,Scriber No.9,Cleaving No.4,25ESNU607Db00,TECDIA,73,152.8,11.9,0,1
